,nprocs,POSIX_OPENS,LUSTRE_STRIPE_SIZE,LUSTRE_STRIPE_WIDTH,POSIX_FILENOS,POSIX_MEM_ALIGNMENT,POSIX_FILE_ALIGNMENT,POSIX_READS,POSIX_WRITES,POSIX_SEEKS,POSIX_STATS,POSIX_BYTES_READ,POSIX_BYTES_WRITTEN,POSIX_CONSEC_READS,POSIX_CONSEC_WRITES,POSIX_SEQ_READS,POSIX_SEQ_WRITES,POSIX_RW_SWITCHES,POSIX_MEM_NOT_ALIGNED,POSIX_FILE_NOT_ALIGNED,POSIX_SIZE_READ_0_100,POSIX_SIZE_READ_100_1K,POSIX_SIZE_READ_1K_10K,POSIX_SIZE_READ_100K_1M,POSIX_SIZE_WRITE_0_100,POSIX_SIZE_WRITE_100_1K,POSIX_SIZE_WRITE_1K_10K,POSIX_SIZE_WRITE_10K_100K,POSIX_SIZE_WRITE_100K_1M,POSIX_STRIDE1_STRIDE,POSIX_STRIDE2_STRIDE,POSIX_STRIDE3_STRIDE,POSIX_STRIDE4_STRIDE,POSIX_STRIDE1_COUNT,POSIX_STRIDE2_COUNT,POSIX_STRIDE3_COUNT,POSIX_STRIDE4_COUNT,POSIX_ACCESS1_ACCESS,POSIX_ACCESS2_ACCESS,POSIX_ACCESS3_ACCESS,POSIX_ACCESS4_ACCESS,POSIX_ACCESS1_COUNT,POSIX_ACCESS2_COUNT,POSIX_ACCESS3_COUNT,POSIX_ACCESS4_COUNT,tag
POSIX_BYTES_WRITTEN,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.9986805651999944,0.998680565199992,0.998680565199992,0.11983460208529532,,,,,-0.017904711442444012
POSIX_CONSEC_READS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_CONSEC_WRITES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_SEQ_READS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_SEQ_WRITES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_RW_SWITCHES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_MEM_NOT_ALIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_FILE_NOT_ALIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_SIZE_READ_0_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_SIZE_READ_100_1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_SIZE_READ_1K_10K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_SIZE_READ_100K_1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_SIZE_WRITE_0_100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_SIZE_WRITE_100_1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_SIZE_WRITE_1K_10K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_SIZE_WRITE_10K_100K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_SIZE_WRITE_100K_1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_STRIDE1_STRIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_STRIDE2_STRIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_STRIDE3_STRIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_STRIDE4_STRIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_STRIDE1_COUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_STRIDE2_COUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_STRIDE3_COUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_STRIDE4_COUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_ACCESS1_ACCESS,,,,,,,,,,,,,0.9986805651999944,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0000000000000036,1.0000000000000036,0.06869356307140408,,,,,-0.01713649309861645
POSIX_ACCESS2_ACCESS,,,,,,,,,,,,,0.998680565199992,,,,,,,,,,,,,,,,,,,,,,,,,1.0000000000000036,1.0,1.0,0.06869356307139411,,,,,-0.01713649309858436
POSIX_ACCESS3_ACCESS,,,,,,,,,,,,,0.998680565199992,,,,,,,,,,,,,,,,,,,,,,,,,1.0000000000000036,1.0,1.0,0.06869356307139411,,,,,-0.01713649309858436
POSIX_ACCESS4_ACCESS,,,,,,,,,,,,,0.11983460208529532,,,,,,,,,,,,,,,,,,,,,,,,,0.06869356307140408,0.06869356307139411,0.06869356307139411,1.0,,,,,-0.016540651392583712
POSIX_ACCESS1_COUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_ACCESS2_COUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_ACCESS3_COUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSIX_ACCESS4_COUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tag,,,,,,,,,,,,,-0.017904711442444012,,,,,,,,,,,,,,,,,,,,,,,,,-0.01713649309861645,-0.01713649309858436,-0.01713649309858436,-0.016540651392583712,,,,,1.0
